num_pers,nombre,tipo,barrio,calle,num_calle,telefono,cp,email,email2,sitio_web,observaciones,fecha
800,ASOCIACI&OacuteN BIOQU&IacuteMICA CL&IacuteNICA ZONA SUR,ASOCIACI&OacuteN PROFESIONAL,CENTRO,AMEGHINO,820,(0297) 4462268 / 4064547,9000,asociacionbioquimicacr@hotmail.com,administracion@bioquimicoscomodoro.com.ar,www.bioquimicoscomodoro.com.ar,30/06/2016,29/06/2016
617,ASOCIACI&OacuteN BIOQU&IacuteMICA DEL NORESTE DEL CHUBUT,ASOCIACI&OacuteN PROFESIONAL,,PARAGUAY,37,(0280) 4420440,9100,abnech-trelew@speedy.com.ar,,www.abnech.com.ar,01-feb,1/02/2016
190,ASOCIACI&OacuteN CIVIL DE TAXIS SIN FINES DE LUCRO,ASOCIACI&OacuteN PROFESIONAL,PADRE JUAN MUZIO,PJE. POSADAS,1127,(0280) 4420404,9100,eduardodobrito@hotmail.com,,,01-feb,1/02/2016
835,ASOCIACI&OacuteN DE ABOGADOS DE PUERTO MADRYN,ASOCIACI&OacuteN PROFESIONAL,,FENNEN,58,(0280) 4455268 / 4473109,9120,info@cpapm.org.ar,,cpapm.org.ar,835,1/02/2016
0,ASOCIACI&OacuteN DE KINESI&OacuteLOGOS DE COMODORO RIVADAVIA,ASOCIACI&OacuteN PROFESIONAL,LA LOMA,VIAMONTE,769,(0297) 4440464,9000,akinesiol@yahoo.com.ar,administracion@akinesiol.com.ar /secretaria@akinesiol.com.ar,www.akinesiol.com.ar,30/06/2016,29/06/2016
3926,ASOCIACI&OacuteN DE MEDIADORES DE LA PROVINCIA DEL CHUBUT,ASOCIACI&OacuteN PROFESIONAL,,ALEJANDRO MAIZ,225,(0280) 154513534/ 154604271,9103,asociacionmediadores.chubut@gmail.com,,,,1/02/2016
,ASOCIACI&OacuteN DE PROFESIONALES DE LA SALUD,ASOCIACI&OacuteN PROFESIONAL,CENTRO,AVENIDA ROCA 1ERO.PISO OFICINA 3,290,(280) 4421572,9100,aprosal@speedy.com.ar,,,01-feb,1/02/2016
1774,ASOCIACI&OacuteN DE PROFESORES DE EDUCACION FISICA (APEF),ASOCIACI&OacuteN PROFESIONAL,,HINCHEL,1836,(0280) 154415328/ 280449954,9103,alexis.cam.williams@gmail.com,,www.facebook.com/APEF-Educaci&oacuten-f&iacutesica-Rawson-155026254540921/?fref=ts,1774,
0,ASOCIACI&OacuteN DEL PERSONAL JER&AacuteRQUICO DEL AGUA Y LA ENERG&IacuteA,ASOCIACI&OacuteN PROFESIONAL,CENTRO,PARAGUAY,690,(0280) 4420996,9100,apjaeseccionalchubut@hotmail.com,,,01-feb,1/02/2016
2604,ASOCIACI&OacuteN ODONT&OacuteLOGICA DE PUERTO MADRYN,ASOCIACI&OacuteN PROFESIONAL,,MARCOS A. ZAR,455,(0280) 4453020,9120,aonech@speedy.com.ar,,,PERSONERIA JURIDICA NUM. 2604,1/02/2016
580,ASOCIACI&OacuteN ODONTOL&OacuteGICA DEL NORESTE DEL CHUBUT,ASOCIACI&OacuteN PROFESIONAL,,PASAJE SAN LUIS,455,(0280) 4427698 / 4433769,9100,aonech@speedy.com.ar,,,01-feb,1/02/2016
1263,C&IacuteRCULO DE KINESI&OacuteLOGOS Y FISIOTERAPEUTAS,ASOCIACI&OacuteN PROFESIONAL,,MOSCONI 83 PISO 3 OFICINA 304,S/N,(0280) 4471188,9120,secretaria@kinesiologosmadryn.com.ar,,www.kinesiologosmadryn.com.ar,PERSONERIA JURIDICA NUM. 1263,
2156,COLEGIO DE ENFERMEROS DE PUERTO MADRYN,ASOCIACI&OacuteN PROFESIONAL,,BOLIVAR,177,(0280) 154539447,9120,caoviedo@hotmail.com.ar,,,2156,1/02/2016
0,COLEGIO DE ESCRIBANOS,ASOCIACI&OacuteN PROFESIONAL,,AV JULIO A ROCA PISO 6,353,(0280) 4457370,9120,delegacion_p-madryn@colegioescribanoschubut.org,,www.colegioescribanoschubut.org,,
0,COLEGIO DE ESCRIBANOS DE LA PROVINCIA DE CHUBUT,ASOCIACI&OacuteN PROFESIONAL,,EDISON,475,(0280) 4434433 / 4423287,9100,,,www.colegioescribanoschubut.org,01-feb,
0,COLEGIO DE PSICOPEDAGOGOS DE LA PROVINCIA DEL CHUBUT,ASOCIACI&OacuteN PROFESIONAL,,,S/N,(0280)  4473033,9120,colegiopspchubut@gmail.com,,www.colegiopspchubut.com,,
1047,COLEGIO M&EacuteDICO DE PUERTO MADRYN,ASOCIACI&OacuteN PROFESIONAL,PARRY MADRYN,M. A. ZAR,463,(0280) 4451397 / 4471063,9120,colemedpm@gmail.com,,colemedpm.com.ar,1047,1/02/2016
0,"COLEGIO PROFESIONAL DE INGENIER&IacuteA, ARQUITECTURA Y AGRIMENSURA",ASOCIACI&OacuteN PROFESIONAL,,PREFECTO FURNILLO,135,(0280) 4471970,9120,caeiaamad@infovia.com.ar,,,,
311,"COLEGIO PROFESIONAL DE INGENIEROS, ARQUITECTOS Y AGRIMENSORES",ASOCIACI&OacuteN PROFESIONAL,,HONDURAS,23,(0280) 4431381,9100,cpiaa-tw@speedy.com.ar,,,01-feb,1/02/2016
0,CONSEJO PROFESIONAL DE CIENCIAS ECON&OacuteMICAS DEL CHUBUT,ASOCIACI&OacuteN PROFESIONAL,,PAULINA ESCARDO,103,(0280) 4472307/ 4472354,9120,cons_mad@speedy.com.ar,,www.cpcechubut.org.ar,,1/02/2016
925,SOCIEDAD DE ARQUITECTOS DEL NORESTE DEL CHUBUT,ASOCIACI&OacuteN PROFESIONAL,,PASAJE LAMADRID,1312,(0280) 4436505 / 4433309 / 154402883,9100,sanechtrelew@yahoo.com.ar,cdelasilva@infovia.com.ar,www.sanechtrelew.blogspot.com.ar,01-feb,
2641,ASOCIACI&OacuteN DE TRAUMATOLOGOS Y ORTOPEDISTAS DEL CHUBUT,ASOCIACI&OacuteN PROFESIONAL,,HIPOLITO YRIGOYEN PISO 1 DEPTO 3,864,,9100,,,,,2/02/2016
3502,ASOCIACI&OacuteN ARGENTINA DE GUIAS BALLENEROS,ASOCIACI&OacuteN PROFESIONAL,,AV. DE LAS BALLENAS   ,S/N,,91214,,,,,2/02/2016
3788,"SOCIEDAD DE CIRUGIA PL&AacuteSTICA, EST&EacuteTICA Y REPARADORA DE LA PATAGONIA",ASOCIACI&OacuteN PROFESIONAL,,AV. LAS MARGARITAS,2598,,9100,,,,,2/02/2016
2164,ASOCIACI&OacuteN DE INGENIEROS FORESTALES DEL CHUBUT,ASOCIACI&OacuteN PROFESIONAL,,O HIGGINS   ,2348,(02945) 451931,9200,,,,2/02/2016,2/02/2016
2118,C&IacuteRCULO DE BIOQU&IacuteMICOS DEL OESTE DEL CHUBUT,ASOCIACI&OacuteN PROFESIONAL,CENTRO,9 DE JULIO DEPTO A PLANTA BAJA,855,(02945) 454943,9200,ciboch@yahoo.com.ar,,,17/05/2006,17/05/2016
0,C&IacuteRCULO M&EacuteDICO DEL OESTE DEL CHUBUT,ASOCIACI&OacuteN PROFESIONAL,CENTRO,9 DE JULIO,755,(02945) 453390,9200,cimoch@speedy.com.ar,,,17/05/2016,17/05/2016
376,C&IacuteRCULO ODONTOL&OacuteGICO DEL OESTE DEL CHUBUT,ASOCIACI&OacuteN PROFESIONAL,MEDARDO MERELLI,ALBERDI,619,(02945) 453940,9200,ceoesquel@speedy.com.ar,circuloodontologicoesquel@outlook.es,,17/05/2016,17/05/2016
704,COLEGIO DE ABOGADOS Y PROCURADORES ESQUEL,ASOCIACI&OacuteN PROFESIONAL,GENERAL SAN MART&IacuteN,AVENIDA ALVEAR,505,(02945) 451567,9200,colegiodeabogadosesquel@speddy.com.ar,,,17/05/2016,17/05/2016
0,COLEGIO PROFESIONAL DE INGENIER&IacuteA Y AGRIMENSURA,ASOCIACI&OacuteN PROFESIONAL,CENTRO,MOLINARI,503,(02945) 453102,9200,cpiaaesquel@speedy.com.ar,,www.cpiach.org.ar,17/05/2016,17/05/2016
0,"SOCIEDAD ARGENTINA DE ARTISTAS PL&AacuteSTICOS, DELEGACI&OacuteN ESQUEL",ASOCIACI&OacuteN PROFESIONAL,KENNEDY,BELGRANO,330,(02945) 451098/ 451929,9200,,,,17/05/2016,17/05/2016
3748,ASOCIACI&OacuteN DE ACOMPA&NtildeANTES TERAPEUTICOS DE LA ZONA CORDILLERANA,ASOCIACI&OacuteN PROFESIONAL,,ROQUE SAENZ PE&NtildeA,954,,9200,,,,17/05/2016,17/05/2016
4057,CIRCULO DE VETERINARIOS DEL NOROESTE DE LA PROVINCIA DEL CHUBUT,ASOCIACI&OacuteN PROFESIONAL,,ALVEAR,356,,9200,,,,2/02/2016,2/02/2016
7100,ASOCIACI&OacuteN VECINAL 12 DE OCTUBRE,ASOCIACI&OacuteN VECINAL,12 DE OCTUBRE,MORENO,2248,(0280) 154365136,9100,,,,01-feb,1/02/2016
0,ASOCIACI&OacuteN VECINAL AREA 1 BARRIO SAN RAM&OacuteN,ASOCIACI&OacuteN VECINAL,,ALBERDI ,278,(0280) 154728804,9103,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL AREA 2 BARRIO R&IacuteO CHUBUT,ASOCIACI&OacuteN VECINAL,,MUJICA,631,(0280) 154999450,9103,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL AREA 3 BARRIO GENERAL VALLE,ASOCIACI&OacuteN VECINAL,,JULIO A. ROCA,1196,(0280) 154210062,9103,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL AREA 4 BARRIO SAN PABLO,ASOCIACI&OacuteN VECINAL,SAN PABLO,SALTA,680,(0280) 154878303,9103,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL AREA 5 BARRIO LUIS VERNET,ASOCIACI&OacuteN VECINAL,LUIS VERNET,BARRIO 90 VIVIENDAS CASA 12,S/N,(0280) 4484306/0154538097,9103,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL AREA 09 PLAYA UNION,ASOCIACI&OacuteN VECINAL,,BODEN POWEL ,808,(0280) 154335904,9103,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL AREA 11 BARRIO HUNT,ASOCIACI&OacuteN VECINAL,HUNT,BARRIO HUNT CASA 5,S/N,(0280) 154403013,9103,,,,,3/02/2016
0,"ASOCIACI&OacuteN VECINAL AREA 12 (BARRIOS MURGA, CRUZ DEL SUR, CODEPRO, LA ERMITA, TIRO FEDERAL, 34 VIVIENDAS, UPCN, GABIOLI)",ASOCIACI&OacuteN VECINAL,,BARRIO LA ERMITA CASA 1,S/N,(0280) 154639568,9103,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL AREA 14 BARRIO JUSTO ALSUA,ASOCIACI&OacuteN VECINAL,,CONESA,154,(0280) 154385932,9103,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL AREA 15 BARRIO GREGORIO MAYO,ASOCIACI&OacuteN VECINAL,,TUCUMAN,214,(0280) 154566979,9103,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL AREA 16 BARRIO JUAN MANUEL DE ROSAS,ASOCIACI&OacuteN VECINAL,,CHACHO PE&NtildeALOZA,169,(0280) 154581481,9103,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL AREA 17 BARRIO MALVINAS Y 2 DE ABRIL,ASOCIACI&OacuteN VECINAL,,BARRIO 2 DE ABRIL EDIFICIO 24 ESCALERA 4,S/N,(0280) 154660656,9103,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL AREA 20 BARRIO 490 VIVIENDAS,ASOCIACI&OacuteN VECINAL,,BARRIO 490 VIVIENDAS NORTE CASA 18,S/N,(0280) 154621357,9103,,,,,3/02/2016
0,"ASOCIACI&OacuteN VECINAL AREA 22 BARRIO DOCENTE, COVITRE Y POLICIAL",ASOCIACI&OacuteN VECINAL,COVITRE,MARTIN MIGUEL DE G&UumlEMES,92,(0280) 154569691,9103,,,,,3/02/2016
0,"ASOCIACI&OacuteN VECINAL AREA 23 BARRIO 3 DE ABRIL, POLICIAL Y 41 VIVIENDAS",ASOCIACI&OacuteN VECINAL,,LOS MAITENES,24,(0280) 154966565,9103,,,,,3/02/2016
0,"ASOCIACI&OacuteN VECINAL AREA 25 BARRIO COMERCIO, GENDARMER&IacuteA, COVIRA, POLICIAL, PLAN FEDERAL I Y U6 ",ASOCIACI&OacuteN VECINAL,,BARRIO COMERCIO II CASA 10,,(0280) 154469183,9103,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL AREA 28 BARRIO LA ISLA,ASOCIACI&OacuteN VECINAL,LA ISLA,BARRIO LA ISLA PARCELA 9,S/N,(0280) 154413361,9103,,,,,3/02/2016
7100,ASOCIACI&OacuteN VECINAL ARTURO ILLIA,ASOCIACI&OacuteN VECINAL,ARTURO ILLIA,ARTIGAS,1326,(0280) 154393834 ,9100,,,,01-feb,1/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO 13 DE DICIEMBRE,ASOCIACI&OacuteN VECINAL,,,,,9000,,,,,3/02/2016
2993,ASOCIACI&OacuteN VECINAL BARRIO 25 DE MAYO,ASOCIACI&OacuteN VECINAL,,AVDA. MOSCONI,3042,(0297) 4559035/ 154783850,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO 30 DE OCTUBRE,ASOCIACI&OacuteN VECINAL,,RAMOS Y GUTIERREZ,385,(0297) 154647383,9000,,,,,3/02/2016
2905,ASOCIACI&OacuteN VECINAL BARRIO 9 DE JULIO,ASOCIACI&OacuteN VECINAL,,URUGUAY Y MENDOZA,S/N,(0297) 4468937/ 155020573/ 4474893,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO ABEL AMAYA,ASOCIACI&OacuteN VECINAL,,CHILE,2060,(0297) 154302412/ 154728587,9000,,,,,3/02/2016
7100,ASOCIACI&OacuteN VECINAL BARRIO ABEL AMAYA,ASOCIACI&OacuteN VECINAL,ABEL AMAYA,RAWSON,3693,(0280) 154975148 / 154418199 ,9100,taamara_30@hotmail.com,,,01-feb,1/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO ARGIMIRO DANIEL MOURE,ASOCIACI&OacuteN VECINAL,,CAYELLI Y LOPEZ,S/N,(0297) 4480703 / 155083859,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO BALCON DEL PARA&IacuteSO,ASOCIACI&OacuteN VECINAL,,MISIONES,1225,(0297) 4470646/ 155419124,9000,,,,,3/02/2016
2552,ASOCIACI&OacuteN VECINAL BARRIO BELLA VISTA SUR,ASOCIACI&OacuteN VECINAL,,MACIZO 54 LOTE 3,S/N,(0297) 156241262/ 154328526,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO CALETA CORDOVA,ASOCIACI&OacuteN VECINAL,,PAMPA NOGALES ,520,(0297) 154161186/ 154012394,9000,,,,,3/02/2016
1068,ASOCIACI&OacuteN VECINAL BARRIO CEFERINO NAMUNCURA,ASOCIACI&OacuteN VECINAL,CEFERINO NAMUNCUR&Aacute,RIVADAVIA Y KENNEDY,1336,(0297) 4444769/ 154361122/ 154181148,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO CENTRO,ASOCIACI&OacuteN VECINAL,CENTRO,,,(0297) 154001665/ 154009296,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO CIUDADELA,ASOCIACI&OacuteN VECINAL,,LOS ANDES,26,(0297)  4549214/ 154014612,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO COMISI&OacuteN SISMOGRAFICA,ASOCIACI&OacuteN VECINAL,SISMOGR&AacuteFICA,,S/N,(0297) 154117575,9000,,,,,3/02/2016
7100,ASOCIACI&OacuteN VECINAL BARRIO CORRADI,ASOCIACI&OacuteN VECINAL,CORRADI,HENRY JONES NORTE,S/N,(0280) 154645502 ,9100,,,,01-feb,1/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO DIADEMA ARGENTINA,ASOCIACI&OacuteN VECINAL,,LAGO MASCARDI,321,(0297) 154052221/ 154080866,9000,,,,,3/02/2016
3217,ASOCIACI&OacuteN VECINAL BARRIO DON BOSCO,ASOCIACI&OacuteN VECINAL,,TTE. LARREGUI Y GAUCHO RIVERO,S/N,(0297) 154049727/ 4535139,9000,,,,,3/02/2016
7100,ASOCIACI&OacuteN VECINAL BARRIO DON BOSCO,ASOCIACI&OacuteN VECINAL,DON BOSCO,LEZANA Y WILLIAMS DAVIES,S/N,(0280) 154825288 ,9100,,,,01-feb,1/02/2016
7100,ASOCIACI&OacuteN VECINAL BARRIO ETCHEPARE,ASOCIACI&OacuteN VECINAL,ETCHEPARE,SCALABRINI ORTIZ,1753,(0280) 154692596 / 154347092 ,9100,,,www.trelew.gov.ar/tag/etchepare/,01-feb,
713,ASOCIACI&OacuteN VECINAL BARRIO GENERAL MOSCONI,ASOCIACI&OacuteN VECINAL,,PETROLERO SAN LORENZO,40,(0297) 156216898/ 154937086/ 4557128,9000,,,,,3/02/2016
2534,ASOCIACI&OacuteN VECINAL BARRIO GENERAL SAAVEDRA,ASOCIACI&OacuteN VECINAL,,LOS AROMOS,121,(0297) 154924288/ 154646124,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO GOBERNADOR FONTANA,ASOCIACI&OacuteN VECINAL,GOBERNADOR FONTANA KM 8,COMODORO RIVADAVIA,180,(0297) 154980017,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO G&UumlEMES,ASOCIACI&OacuteN VECINAL,,,,(0297) 154761618/ 154289494,9000,,,,,3/02/2016
7100,ASOCIACI&OacuteN VECINAL BARRIO INTA,ASOCIACI&OacuteN VECINAL,INTA,GAIMAN,4477,(0280) 154615711 / 154512968 (Pte. Gladys Montesino),9100,,,,01-feb,1/02/2016
1054,ASOCIACI&OacuteN VECINAL BARRIO JORGE NEWBERY,ASOCIACI&OacuteN VECINAL,JORGE NEWBERY,,,(0297) 154571638,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO JOSE FUCHS,ASOCIACI&OacuteN VECINAL,JOSE FUCHS,QUIROGA Y ARTIGAS,,(0297) 154176680,9000,,,,,3/02/2016
2606,ASOCIACI&OacuteN VECINAL BARRIO JUAN JOSE CASTELLI,ASOCIACI&OacuteN VECINAL,,JOSE INGENIEROS,445,(0297) 154313770/ 155137408/ 4550867,9000,,,,,3/02/2016
1032,ASOCIACI&OacuteN VECINAL BARRIO JUAN XXIII,ASOCIACI&OacuteN VECINAL,JUAN XXIII,LA PLATA,1228,(0297) 156232395/ 154278296,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO LA FLORESTA,ASOCIACI&OacuteN VECINAL,LA FLORESTA,RIVADAVIA,3001,(0297) 156249742/ 4443975,9000,,,,,3/02/2016
1967,ASOCIACI&OacuteN VECINAL BARRIO LAPRIDA,ASOCIACI&OacuteN VECINAL,,PARAGUAY Y QUITO,S/N,(0297) 155924287,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO LAS FLORES,ASOCIACI&OacuteN VECINAL,LAS FLORES,SARMIENTO Y LOS PINOS,S/N,(0297) 154713481/154110535,9000,,,,,3/02/2016
2614,ASOCIACI&OacuteN VECINAL BARRIO LAS ORQU&IacuteDEAS,ASOCIACI&OacuteN VECINAL,,JULIO CORTAZAR,1751,(0297) 154054992/ 154018403,9000,,,,,3/02/2016
7100,ASOCIACI&OacuteN VECINAL BARRIO LOS AROMOS,ASOCIACI&OacuteN VECINAL,LOS AROMOS,BARRIO LOS AROMOS,219,(0280) 4423158 / 154563475,9100,,,,01-feb,1/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO MAESTRO ISIDRO QUIROGA,ASOCIACI&OacuteN VECINAL,MAESTRO ISIDRO QUIROGA,CABO BENITEZ Y LA PLATA,S/N,(0297) 154327825/ 154124800,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO MALVINAS ARGENTINAS,ASOCIACI&OacuteN VECINAL,MALVINAS ARGENTINAS,LOTEO LOS 3 PINOS. C&OacuteDIGO 3216,S/N,(0297) 154176841/ 4509772,9000,,,,,3/02/2016
1799,ASOCIACI&OacuteN VECINAL BARRIO MANANTIAL ROSALES,ASOCIACI&OacuteN VECINAL,,JOSE DOBRITO,780,(0297) 154198211,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO M&AacuteXIMO ABASOLO,ASOCIACI&OacuteN VECINAL,M&AacuteXIMO AB&AacuteSOLO,HUERGO,4500,(0297) 154291710,9000,,,,,3/02/2016
7100,ASOCIACI&OacuteN VECINAL BARRIO MENFA,ASOCIACI&OacuteN VECINAL,MENFA,JUAN XXIII,237,(0280) 154538341,9100,danielalfaro12@yahoo.com,,,01-feb,1/02/2016
1859,ASOCIACI&OacuteN VECINAL BARRIO NUESTRA SE&NtildeORA DE LA DIVINA PROVIDENCIA,ASOCIACI&OacuteN VECINAL,,GALLARDO Y SUEIRO,1290,(0297) 154006547/ 154557506,9000,,,,,3/02/2016
7100,ASOCIACI&OacuteN VECINAL BARRIO OESTE,ASOCIACI&OacuteN VECINAL,OESTE,FUERTE SAN JOS&Eacute,544,(0280) 154779086 ,9100,,,,01-feb,1/02/2016
7100,ASOCIACI&OacuteN VECINAL BARRIO PADRE JUAN MUZIO,ASOCIACI&OacuteN VECINAL,PADRE JUAN MUZIO,RECONQUISTA,867,(0280) 154374264 / 154779086 (Pte. Ernesto Castillo),9100,,,,01-feb,1/02/2016
449,ASOCIACI&OacuteN VECINAL BARRIO PIETROBELLI,ASOCIACI&OacuteN VECINAL,PIETROBELLI,VIAMONTE,1329,(0297) 154046020,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO PROSPERO PALAZZO,ASOCIACI&OacuteN VECINAL,,J.J.PASO,1525,(0297) 4548101/ 154054337/ 154392245,9000,,,,,3/02/2016
2534,ASOCIACI&OacuteN VECINAL BARRIO PUEYRREDON,ASOCIACI&OacuteN VECINAL,PUEYRREDON,LA PRENSA EDIFICIO O,212,(0297) 156244866,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO QUIRNO COSTA,ASOCIACI&OacuteN VECINAL,QUIRNO COSTA,10 DE NOVIEMBRE Y FEDERICCI,1563,(0297) 154275794/ 154003555,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO RESTINGA ALI,ASOCIACI&OacuteN VECINAL,,BENITO GALDOZ Y PABLO NERUDA,S/N,(0297) 156239456,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO RODR&IacuteGUEZ PE&NtildeA,ASOCIACI&OacuteN VECINAL,,MUSSAGLIA,2130,(0297) 154297856/ 154283461,9000,,,,,3/02/2016
2422,ASOCIACI&OacuteN VECINAL BARRIO SAN CAYETANO,ASOCIACI&OacuteN VECINAL,SAN CAYETANO,POLONIA Y O DONNEL,1648,(0297) 4472223/ 154089266,9000,,,,,3/02/2016
2553,ASOCIACI&OacuteN VECINAL BARRIO SAN ISIDRO LABRADOR,ASOCIACI&OacuteN VECINAL,SAN ISIDRO LABRADOR,SANTA CLARA Y MAGALLANES,,(0297) 154213045,9000,,,,,3/02/2016
7100,ASOCIACI&OacuteN VECINAL BARRIO SAN JOS&Eacute,ASOCIACI&OacuteN VECINAL,SAN JOS&Eacute (DOCENTE),ONAS Y REMEDIOS DE ESCALADA,1409,(0280) 154629451,9100,lidiaarriola_17@hotmail.com,,,01-feb,1/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO SAN MART&IacuteN,ASOCIACI&OacuteN VECINAL,SAN MART&IacuteN,LAS ROSAS,860,(0297) 155948724/ 154290014,9000,,,,,3/02/2016
7100,ASOCIACI&OacuteN VECINAL BARRIO SAN MART&IacuteN,ASOCIACI&OacuteN VECINAL,SAN MART&IacuteN,CASA,172,(0280) 154384962,9100,,,,01-feb,1/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO SARMIENTO,ASOCIACI&OacuteN VECINAL,SARMIENTO,CHUBUT,25,(0297) 154112969,9000,,,,,3/02/2016
0,ASOCIACI&OacuteN VECINAL BARRIO STELLA MARIS,ASOCIACI&OacuteN VECINAL,STELLA MARIS,C&OacuteDIGO 811 CASA 3483,,(0297) 154363189,9000,,,,,3/02/2016
7100,ASOCIACI&OacuteN VECINAL BELGRANO,ASOCIACI&OacuteN VECINAL,BELGRANO,,,(0280) 154397358,9100,,,,01-feb,1/02/2016
7100,ASOCIACI&OacuteN VECINAL CENTRO,ASOCIACI&OacuteN VECINAL,CENTRO,BELGRANO,394,(0280) 154409505 ,9100,jmanriquetw@gmail.com,,,01-feb,1/02/2016
7100,ASOCIACI&OacuteN VECINAL CONSTITUCION,ASOCIACI&OacuteN VECINAL,CONSTITUCION,SECTOR C - ESCALERA 61 - DEPTO B,S/N,(0280) 154418119 ,9100,,,,01-feb,1/02/2016
2275,ASOCIACI&OacuteN VECINAL DEL BARRIO STANDARD NORTE,ASOCIACI&OacuteN VECINAL,,MARTIN RIVADAVIA,S/N,(0297) 154112655/ 155066303,9000,,,,,3/02/2016
7100,ASOCIACI&OacuteN VECINAL DEMOCRACIA ARGENTINA,ASOCIACI&OacuteN VECINAL,DEMOCRACIA ARGENTINA,25 DE MAYO,1080,(0280) 154531109 ,9100,,,,01-feb,1/02/2016
7100,ASOCIACI&OacuteN VECINAL GUAYRA,ASOCIACI&OacuteN VECINAL,GUAYRA,AZOPARDO,1241,(0280) 154221215 / 4420256 ,9100,isabeldelcarmenvillarroel@hotmail.com,,,01-feb,1/02/2016
1986,ASOCIACI&OacuteN VECINAL JUAN BAUTISTA ALBERDI,ASOCIACI&OacuteN VECINAL,ALBERDI,LEZANA ,556,(0280) 154628356,9100,,,,01-feb,1/02/2016
7100,ASOCIACI&OacuteN VECINAL JUAN MANUEL DE ROSAS,ASOCIACI&OacuteN VECINAL,JUAN MANUEL DE ROSAS, BARRIO UPCN,CASA 64,(0280) 154788333 ,9100,danytw7@gmail.com,,,01-feb,
7100,ASOCIACI&OacuteN VECINAL JUAN MOREIRA,ASOCIACI&OacuteN VECINAL,JUAN MOREIRA 2,GAN GAN L14 MZA 3,S/N,(0280) 154025540 / 154336867 ,9100,marlejanrechi@gmail.com,,,01-feb,1/02/2016
0,ASOCIACI&OacuteN VECINAL KM 14,ASOCIACI&OacuteN VECINAL,,MZA 32 LOTE 4,S/N,(0297) 154263211,9000,,,,,3/02/2016
7100,ASOCIACI&OacuteN VECINAL LA LAGUNA,ASOCIACI&OacuteN VECINAL,LA LAGUNA,,S/N,(0297) 155389400 ,9100,,,,01-feb,1/02/2016
7100,ASOCIACI&OacuteN VECINAL LOS OLMOS,ASOCIACI&OacuteN VECINAL,LOS OLMOS,,S/N,,9100,,,,01-feb,1/02/2016
0,ASOCIACI&OacuteN VECINAL LOS PARA&IacuteSOS,ASOCIACI&OacuteN VECINAL,LOS PARA&IacuteSOS,,,(0280) 154688068 ,9100,,,,01-feb,1/02/2016
7100,ASOCIACI&OacuteN VECINAL LOS PINOS,ASOCIACI&OacuteN VECINAL,LOS PINOS,ALEJANDRO MA&IacuteZ,1139,(0280) 154587536 ,9100,walteralonsso@gmail.com,,,01-feb,1/02/2016
7100,ASOCIACI&OacuteN VECINAL LOS SAUCES,ASOCIACI&OacuteN VECINAL,LOS SAUCES,,S/N,(0280) 154836045 ,9100,mabel_n_v@hotmail.com,,,01-feb,1/02/2016
7100,ASOCIACI&OacuteN VECINAL LOS TEROS,ASOCIACI&OacuteN VECINAL,LOS TEROS,INGENIEROS,2013,,9100,,,,01-feb,1/02/2016
